,price,area,flat_type,locality,distance_prague_km,district,city
5898,53000,70,4+kk,Praha 2 - Vinohrady,1.8341979510096291,Praha 2 - Vinohrady,Praha 2
5899,15000,23,1+kk,Praha 3 - Vinohrady,2.1260400799815367,Praha 3 - Vinohrady,Praha 3
5900,11000,17,1+kk,Praha 3 - Vinohrady,2.4291817798406723,Praha 3 - Vinohrady,Praha 3
5901,13000,41,3+1,Praha 8 - Troja,4.811099121110837,Praha 8 - Troja,Praha 8
5902,31000,72,3+kk,Praha 1 - Nové Město,0.8058767698309449,Praha 1 - Nové Město,Praha 1
5903,11000,17,1+kk,Praha 3 - Vinohrady,2.5176349413405217,Praha 3 - Vinohrady,Praha 3
5905,13000,30,1+1,Praha 2 - Vinohrady,1.410688392853436,Praha 2 - Vinohrady,Praha 2
5906,11000,28,1+1,Praha 3 - Vinohrady,2.409544820597752,Praha 3 - Vinohrady,Praha 3
5907,10000,26,2+kk,Praha 4 - Krč,4.494812081916092,Praha 4 - Krč,Praha 4
5908,10000,26,2+kk,Praha 9 - Hloubětín,7.908765266499012,Praha 9 - Hloubětín,Praha 9
5909,24000,48,3+1,Praha 2 - Nové Město,0.8888014616773374,Praha 2 - Nové Město,Praha 2
5910,38000,54,3+kk,Praha 2 - Vinohrady,2.144330911843391,Praha 2 - Vinohrady,Praha 2
5911,13000,26,2+kk,Praha 4 - Kamýk,7.18458806731118,Praha 4 - Kamýk,Praha 4
5912,13000,26,1+kk,Praha 9 - Vysočany,6.385464084930759,Praha 9 - Vysočany,Praha 9
5913,10000,15,1+kk,Praha 2 - Vinohrady,2.1858615703661597,Praha 2 - Vinohrady,Praha 2
5914,13000,31,2+kk,Praha 2 - Nusle,2.2785560874002013,Praha 2 - Nusle,Praha 2
5915,18000,26,2+1,Praha 7 - Holešovice,3.190768779339127,Praha 7 - Holešovice,Praha 7
5916,22000,70,4+kk,Praha 7 - Holešovice,2.898336183457824,Praha 7 - Holešovice,Praha 7
5917,11000,40,3+kk,Praha 9 - Černý Most,10.8034861740363,Praha 9 - Černý Most,Praha 9
5918,10000,17,1+kk,Praha 2 - Vinohrady,1.1847043185178399,Praha 2 - Vinohrady,Praha 2
5919,14000,45,3+1,Praha 5 - Motol,5.3971058188447785,Praha 5 - Motol,Praha 5
5920,11000,31,2+1,Praha 10 - Záběhlice,7.027499198909758,Praha 10 - Záběhlice,Praha 10
5921,19000,50,3+kk,Praha 2 - Vinohrady,2.706940515145056,Praha 2 - Vinohrady,Praha 2
5922,10000,16,1+kk,Praha 5 - Smíchov,2.4242923880411804,Praha 5 - Smíchov,Praha 5
5923,11000,35,2+1,Praha 10 - Strašnice,4.663651353768951,Praha 10 - Strašnice,Praha 10
5924,23000,59,3+kk,Praha 5 - Malá Strana,1.2564319460656561,Praha 5 - Malá Strana,Praha 5
5925,16000,47,3+kk,Praha 7 - Bubeneč,1.6861431290683893,Praha 7 - Bubeneč,Praha 7
5926,7000,17,1+1,Praha 4 - Chodov,9.024633921812415,Praha 4 - Chodov,Praha 4
5928,12000,17,1+kk,Praha 1 - Nové Město,0.8055774435588217,Praha 1 - Nové Město,Praha 1
5929,22000,76,4+1,Praha 8 - Kobylisy,4.916442929161997,Praha 8 - Kobylisy,Praha 8
5930,11000,17,1+kk,Praha 4 - Chodov,7.338342342330812,Praha 4 - Chodov,Praha 4
5931,9000,21,1+kk,Praha 8 - Karlín,3.343969759339908,Praha 8 - Karlín,Praha 8
5932,14000,22,2+kk,Praha 5 - Hlubočepy,5.664451093255577,Praha 5 - Hlubočepy,Praha 5
5933,35000,107,4+kk,Praha 5 - Smíchov,1.598523462404556,Praha 5 - Smíchov,Praha 5
5934,12000,23,1+kk,Praha 3 - Žižkov,3.058371012126842,Praha 3 - Žižkov,Praha 3
5935,13000,29,2+kk,Praha 10 - Michle,4.514029758897765,Praha 10 - Michle,Praha 10
5936,22000,52,2+1,Praha 1 - Nové Město,0.5914000602417989,Praha 1 - Nové Město,Praha 1
5937,17000,51,3+1,Praha 7 - Holešovice,2.61762905578469,Praha 7 - Holešovice,Praha 7
5938,55000,135,other,Praha 9 - Vysočany,4.3747800449126935,Praha 9 - Vysočany,Praha 9
5939,20000,50,2+1,Praha 1 - Nové Město,0.43933489736169945,Praha 1 - Nové Město,Praha 1
5940,13000,22,1+kk,Praha 9 - Hloubětín,7.876566904623905,Praha 9 - Hloubětín,Praha 9
5941,17000,38,2+kk,Praha 8 - Karlín,3.5338334185314135,Praha 8 - Karlín,Praha 8
5942,9000,18,1+kk,Praha 6 - Vokovice,5.241883840594642,Praha 6 - Vokovice,Praha 6
5943,9000,22,1+1,Praha 10 - Záběhlice,7.177558462295473,Praha 10 - Záběhlice,Praha 10
5944,11000,28,2+1,Praha 8 - Karlín,3.414743393815016,Praha 8 - Karlín,Praha 8
5945,13000,34,2+1,Praha 8 - Libeň,4.433459762783946,Praha 8 - Libeň,Praha 8
5946,10000,22,1+1,Praha 5 - Smíchov,1.7818637148681926,Praha 5 - Smíchov,Praha 5
5947,10000,21,2+kk,Praha 9 - Vysočany,5.112327164034491,Praha 9 - Vysočany,Praha 9
5948,11000,23,2+kk,Praha 4 - Krč,4.447555704341002,Praha 4 - Krč,Praha 4
5949,14000,27,2+kk,Praha 3 - Žižkov,2.561727315956927,Praha 3 - Žižkov,Praha 3
5950,9000,14,1+kk,Praha 2 - Vinohrady,2.1953060779810474,Praha 2 - Vinohrady,Praha 2
5951,16000,40,2+kk,Praha 3 - Strašnice,4.533627503927254,Praha 3 - Strašnice,Praha 3
5952,17000,40,2+kk,Praha 5 - Hlubočepy,6.96927267217651,Praha 5 - Hlubočepy,Praha 5
5953,13000,32,2+kk,Praha 2 - Nové Město,1.3865688780762366,Praha 2 - Nové Město,Praha 2
5954,18000,55,3+kk,Praha 8 - Libeň,4.326781832475984,Praha 8 - Libeň,Praha 8
5955,25000,53,2+kk,Praha 6 - Střešovice,2.7283206083704803,Praha 6 - Střešovice,Praha 6
5956,19000,42,2+kk,Praha 7 - Holešovice,2.946230256330246,Praha 7 - Holešovice,Praha 7
5957,14000,41,2+kk,Praha 10 - Horní Měcholupy,10.342130066532146,Praha 10 - Horní Měcholupy,Praha 10
5958,11000,16,1+kk,Praha 9 - Vysočany,7.876566904623905,Praha 9 - Vysočany,Praha 9
5959,12000,30,2+kk,Praha 4 - Nusle,2.859120447465286,Praha 4 - Nusle,Praha 4
5960,21000,29,2+kk,Praha 10 - Vršovice,2.7671917076070858,Praha 10 - Vršovice,Praha 10
5961,21000,38,3+kk,Praha 6 - Dejvice,2.622304421111427,Praha 6 - Dejvice,Praha 6
5962,12000,19,1+kk,Praha 3 - Žižkov,1.430348686820987,Praha 3 - Žižkov,Praha 3
5963,20000,41,2+kk,Praha 3 - Žižkov,3.649645091669862,Praha 3 - Žižkov,Praha 3
5964,10000,19,1+kk,Praha 8 - Kobylisy,5.069881780345471,Praha 8 - Kobylisy,Praha 8
5965,20000,64,3+1,Praha 9 - Hloubětín,8.723898331260203,Praha 9 - Hloubětín,Praha 9
5966,24000,70,4+1,Praha 10 - Vršovice,2.9415170950517764,Praha 10 - Vršovice,Praha 10
5967,35000,47,3+kk,Praha 8 - Karlín,3.6900365003031026,Praha 8 - Karlín,Praha 8
5968,22000,42,2+kk,Praha 5 - Smíchov,3.648830287158959,Praha 5 - Smíchov,Praha 5
5969,35000,45,3+kk,Praha 8 - Karlín,3.1290825024585764,Praha 8 - Karlín,Praha 8
5970,16000,26,2+kk,Praha 3 - Žižkov,3.318804392425028,Praha 3 - Žižkov,Praha 3
5971,11000,26,2+kk,Praha 6 - Střešovice,3.7790573479644043,Praha 6 - Střešovice,Praha 6
5972,14000,44,3+kk,Praha 3 - Žižkov,1.8876448849823957,Praha 3 - Žižkov,Praha 3
5973,17000,44,2+kk,Praha 4 - Braník,6.754997998735888,Praha 4 - Braník,Praha 4
5974,10000,16,1+kk,Praha 3 - Žižkov,2.512724177970601,Praha 3 - Žižkov,Praha 3
5975,14000,32,3+kk,Praha 9 - Libeň,4.942322245564005,Praha 9 - Libeň,Praha 9
5976,41000,67,4+kk,Praha 2 - Nusle,3.4772496306432195,Praha 2 - Nusle,Praha 2
5979,14000,22,1+kk,Praha 7 - Holešovice,3.043955284093946,Praha 7 - Holešovice,Praha 7
5980,14000,32,2+kk,Praha 9 - Libeň,5.641284767804302,Praha 9 - Libeň,Praha 9
5981,17000,44,3+kk,Praha 3 - Vinohrady,2.351158521586586,Praha 3 - Vinohrady,Praha 3
5982,8000,13,1+kk,Praha 4 - Nusle,3.1567526114252367,Praha 4 - Nusle,Praha 4
5984,15000,36,2+kk,Praha 6 - Dejvice,4.184424879576201,Praha 6 - Dejvice,Praha 6
5985,14000,23,2+kk,Praha 8 - Karlín,2.429125878043465,Praha 8 - Karlín,Praha 8
5986,47000,101,4+1,Praha 1 - Malá Strana,1.581063478899267,Praha 1 - Malá Strana,Praha 1
5987,14000,37,2+kk,Praha 9 - Prosek,7.437756767731791,Praha 9 - Prosek,Praha 9
5988,14000,39,2+1,Praha 4 - Krč,4.946277310515667,Praha 4 - Krč,Praha 4
5990,13000,30,2+kk,Praha 3 - Žižkov,4.397434884780456,Praha 3 - Žižkov,Praha 3
5992,16000,26,1+kk,Praha 9 - Hloubětín,7.567813632053683,Praha 9 - Hloubětín,Praha 9
5993,26000,84,3+kk,Praha 1 - Nové Město,0.45670847713555124,Praha 1 - Nové Město,Praha 1
5994,13000,28,2+kk,Praha 10 - Vršovice,2.4049212913502456,Praha 10 - Vršovice,Praha 10
5995,13000,26,1+1,Praha 2 - Vinohrady,1.7942338010221306,Praha 2 - Vinohrady,Praha 2
5996,14000,21,1+1,Praha 2 - Vinohrady,1.8468071630246072,Praha 2 - Vinohrady,Praha 2
5997,45000,81,4+kk,Praha 8 - Libeň,4.393325165598419,Praha 8 - Libeň,Praha 8
5998,23000,36,2+kk,Praha 5,2.3640482570718633,Praha 5,Praha 5
5999,16000,39,3+kk,Praha 4 - Michle,5.02625557578203,Praha 4 - Michle,Praha 4
6000,11000,20,1+1,Praha 5 - Košíře,2.9852622163387035,Praha 5 - Košíře,Praha 5
6001,13000,20,1+1,Praha 5 - Košíře,2.9852622163387035,Praha 5 - Košíře,Praha 5
6002,47000,101,4+1,Praha 1 - Malá Strana,1.6010058952857353,Praha 1 - Malá Strana,Praha 1
6003,35000,100,5+1,Praha 5 - Smíchov,1.7055231433691245,Praha 5 - Smíchov,Praha 5
6004,12000,25,1+1,Praha 2 - Vinohrady,1.3055234948313514,Praha 2 - Vinohrady,Praha 2
6005,17000,41,3+1,Praha 7 - Holešovice,3.142058250887332,Praha 7 - Holešovice,Praha 7
6006,11000,20,1+kk,Praha 9 - Vysočany,6.401757218929902,Praha 9 - Vysočany,Praha 9
6007,14000,22,2+kk,Praha 5,4.447183684625489,Praha 5,Praha 5
6008,11000,20,1+kk,Praha 8 - Karlín,2.4333240061958015,Praha 8 - Karlín,Praha 8
6009,22000,42,2+kk,Praha 5 - Smíchov,3.648830287158959,Praha 5 - Smíchov,Praha 5
6010,15000,27,2+kk,Praha 1 - Malá Strana,1.0849516349783506,Praha 1 - Malá Strana,Praha 1
6011,50000,89,4+kk,Praha 3 - Vinohrady,2.1830700241427077,Praha 3 - Vinohrady,Praha 3
6012,29000,80,4+kk,Praha 5 - Košíře,6.252108093033724,Praha 5 - Košíře,Praha 5
6013,9000,18,1+kk,Praha 5 - Smíchov,2.4302774615404785,Praha 5 - Smíchov,Praha 5
6014,10000,23,1+kk,Praha 4 - Chodov,7.272273744322047,Praha 4 - Chodov,Praha 4
6015,16000,38,2+kk,Praha 5 - Košíře,4.144383570922921,Praha 5 - Košíře,Praha 5
6016,8000,14,1+kk,Praha 8 - Troja,4.621715490573634,Praha 8 - Troja,Praha 8
6017,19000,57,3+1,Praha 2 - Vinohrady,1.3432870395408307,Praha 2 - Vinohrady,Praha 2
6018,14000,26,1+kk,Praha 9 - Prosek,6.074475535913861,Praha 9 - Prosek,Praha 9
6019,19000,34,2+kk,Praha 5 - Smíchov,3.1874232181486377,Praha 5 - Smíchov,Praha 5
6021,17000,21,1+kk,Praha 6 - Bubeneč,2.6121410955819746,Praha 6 - Bubeneč,Praha 6
6023,13000,20,1+kk,Praha 2 - Vinohrady,2.022949996133079,Praha 2 - Vinohrady,Praha 2
6024,14000,31,2+kk,Praha 10 - Vršovice,3.101131345020505,Praha 10 - Vršovice,Praha 10
6025,11000,17,1+kk,Praha 2 - Vinohrady,2.022949996133079,Praha 2 - Vinohrady,Praha 2
6026,20000,54,3+1,Praha 8 - Karlín,2.7980367866418723,Praha 8 - Karlín,Praha 8
6027,22000,30,2+kk,Praha 1 - Malá Strana,1.1409017090080134,Praha 1 - Malá Strana,Praha 1
6028,19000,35,2+1,Praha 1 - Malá Strana,1.7720236013967077,Praha 1 - Malá Strana,Praha 1
6029,9000,19,1+kk,Praha 10 - Malešice,5.5325231337892165,Praha 10 - Malešice,Praha 10
6030,16000,32,2+kk,Praha 4 - Michle,4.600335719135917,Praha 4 - Michle,Praha 4
6031,14000,40,3+kk,Praha 4 - Krč,7.5576414970058945,Praha 4 - Krč,Praha 4
6032,12000,47,3+kk,Praha 3 - Žižkov,2.200940873315496,Praha 3 - Žižkov,Praha 3
6034,14000,28,2+kk,Praha 1 - Nové Město,0.9148958241797546,Praha 1 - Nové Město,Praha 1
6035,13000,32,2+kk,Praha 5 - Jinonice,5.227061151238523,Praha 5 - Jinonice,Praha 5
6036,14000,32,2+kk,Praha 3,2.2344718972636914,Praha 3,Praha 3
6037,18000,26,2+1,Praha 7 - Holešovice,3.190768779339127,Praha 7 - Holešovice,Praha 7
6039,17000,21,1+kk,Praha 6 - Bubeneč,2.6121410955819746,Praha 6 - Bubeneč,Praha 6
6041,13000,20,1+kk,Praha 2 - Vinohrady,2.022949996133079,Praha 2 - Vinohrady,Praha 2
6042,14000,31,2+kk,Praha 10 - Vršovice,3.101131345020505,Praha 10 - Vršovice,Praha 10
6043,11000,17,1+kk,Praha 2 - Vinohrady,2.022949996133079,Praha 2 - Vinohrady,Praha 2
6044,20000,54,3+1,Praha 8 - Karlín,2.7980367866418723,Praha 8 - Karlín,Praha 8
6045,22000,30,2+kk,Praha 1 - Malá Strana,1.1409017090080134,Praha 1 - Malá Strana,Praha 1
6046,19000,35,2+1,Praha 1 - Malá Strana,1.7720236013967077,Praha 1 - Malá Strana,Praha 1
6047,9000,19,1+kk,Praha 10 - Malešice,5.5325231337892165,Praha 10 - Malešice,Praha 10
6048,16000,32,2+kk,Praha 4 - Michle,4.600335719135917,Praha 4 - Michle,Praha 4
6049,14000,40,3+kk,Praha 4 - Krč,7.5576414970058945,Praha 4 - Krč,Praha 4
6050,12000,47,3+kk,Praha 3 - Žižkov,2.200940873315496,Praha 3 - Žižkov,Praha 3
6052,14000,28,2+kk,Praha 1 - Nové Město,0.9148958241797546,Praha 1 - Nové Město,Praha 1
6053,13000,32,2+kk,Praha 5 - Jinonice,5.227061151238523,Praha 5 - Jinonice,Praha 5
6054,14000,32,2+kk,Praha 3,2.2344718972636914,Praha 3,Praha 3
6055,14000,32,2+kk,Praha 7 - Holešovice,3.3140303978412273,Praha 7 - Holešovice,Praha 7
6056,11000,27,2+kk,Praha 5 - Stodůlky,6.369987670419007,Praha 5 - Stodůlky,Praha 5
6057,14000,28,2+kk,Praha 4 - Chodov,7.324175373892278,Praha 4 - Chodov,Praha 4
6058,21000,52,2+1,Praha 1 - Nové Město,0.6684162465480412,Praha 1 - Nové Město,Praha 1
6059,17000,46,2+1,Praha 8 - Libeň,4.61574711037212,Praha 8 - Libeň,Praha 8
6060,17000,46,3+1,Praha 8 - Libeň,4.61574711037212,Praha 8 - Libeň,Praha 8
6061,35000,92,4+kk,Praha 1 - Nové Město,0.5303134244110775,Praha 1 - Nové Město,Praha 1
6062,10000,21,1+1,Praha 7 - Bubeneč,1.6034775770693288,Praha 7 - Bubeneč,Praha 7
6064,15000,33,2+kk,Praha 5 - Třebonice,9.98608784355781,Praha 5 - Třebonice,Praha 5
6065,10000,26,2+kk,Praha 9 - Černý Most,10.503547286038954,Praha 9 - Černý Most,Praha 9
6067,44000,60,3+kk,Praha 8 - Libeň,4.025283131673686,Praha 8 - Libeň,Praha 8
6068,11000,32,2+kk,Praha 8 - Kobylisy,4.740223111399851,Praha 8 - Kobylisy,Praha 8
6069,16000,46,3+1,Praha 10 - Vršovice,3.8080114263102587,Praha 10 - Vršovice,Praha 10
6070,25000,53,2+kk,Praha 1 - Josefov,0.6035938838971663,Praha 1 - Josefov,Praha 1
6071,17000,44,3+1,Praha 6 - Břevnov,3.91735024909339,Praha 6 - Břevnov,Praha 6
6072,24000,66,4+kk,Praha 2 - Vinohrady,1.7848061672560358,Praha 2 - Vinohrady,Praha 2
6073,23000,54,4+kk,Praha 10 - Vršovice,3.6953724486459985,Praha 10 - Vršovice,Praha 10
6074,8000,25,1+kk,Praha 10 - Strašnice,4.674518997152496,Praha 10 - Strašnice,Praha 10
6075,13000,28,2+kk,Praha 4 - Krč,5.055821033656276,Praha 4 - Krč,Praha 4
6076,21000,58,3+kk,Praha 5 - Jinonice,5.707493552029892,Praha 5 - Jinonice,Praha 5
6077,10000,22,1+kk,Praha 9 - Hloubětín,7.70844921320533,Praha 9 - Hloubětín,Praha 9
6078,16000,39,2+kk,Praha 9 - Vysočany,6.966345693724141,Praha 9 - Vysočany,Praha 9
6079,12000,17,1+kk,Praha 6 - Veleslavín,4.122811429452342,Praha 6 - Veleslavín,Praha 6
6080,9000,21,1+kk,Praha 5 - Stodůlky,9.196959988148256,Praha 5 - Stodůlky,Praha 5
6081,15000,32,2+kk,Praha 3 - Vinohrady,2.25518290109694,Praha 3 - Vinohrady,Praha 3
6082,11000,40,3+kk,Praha 9 - Černý Most,10.8034861740363,Praha 9 - Černý Most,Praha 9
6083,10000,17,1+kk,Praha 2 - Vinohrady,1.1847043185178399,Praha 2 - Vinohrady,Praha 2
6084,11000,31,2+1,Praha 10 - Záběhlice,7.027499198909758,Praha 10 - Záběhlice,Praha 10
6086,19000,50,3+kk,Praha 2 - Vinohrady,2.706940515145056,Praha 2 - Vinohrady,Praha 2
6087,10000,16,1+kk,Praha 5 - Smíchov,2.4242923880411804,Praha 5 - Smíchov,Praha 5
6088,12000,17,1+kk,Praha 1 - Nové Město,0.8055774435588217,Praha 1 - Nové Město,Praha 1
6089,23000,76,4+1,Praha 8 - Kobylisy,4.916442929161997,Praha 8 - Kobylisy,Praha 8
6090,11000,35,2+1,Praha 10 - Strašnice,4.663651353768951,Praha 10 - Strašnice,Praha 10
6091,23000,59,3+kk,Praha 5 - Malá Strana,1.2564319460656561,Praha 5 - Malá Strana,Praha 5
6092,16000,47,3+kk,Praha 7 - Bubeneč,1.6861431290683893,Praha 7 - Bubeneč,Praha 7
6093,7000,17,1+1,Praha 4 - Chodov,9.024633921812415,Praha 4 - Chodov,Praha 4
6094,14000,45,3+1,Praha 5 - Motol,5.3971058188447785,Praha 5 - Motol,Praha 5
6095,11000,26,1+1,Praha 5 - Smíchov,2.197579780184075,Praha 5 - Smíchov,Praha 5
6096,14000,28,2+kk,Praha 5,9.25299241367105,Praha 5,Praha 5
6097,9000,11,1+kk,Praha 10 - Vršovice,2.7891210724074194,Praha 10 - Vršovice,Praha 10
6098,41000,67,4+kk,Praha 2 - Nusle,3.4772496306432195,Praha 2 - Nusle,Praha 2
6099,10000,16,1+kk,Praha 5 - Smíchov,2.4242923880411804,Praha 5 - Smíchov,Praha 5
6100,12000,17,1+kk,Praha 1 - Nové Město,0.8055774435588217,Praha 1 - Nové Město,Praha 1
6101,23000,76,4+1,Praha 8 - Kobylisy,4.916442929161997,Praha 8 - Kobylisy,Praha 8
6102,11000,35,2+1,Praha 10 - Strašnice,4.663651353768951,Praha 10 - Strašnice,Praha 10
6103,23000,59,3+kk,Praha 5 - Malá Strana,1.2564319460656561,Praha 5 - Malá Strana,Praha 5
6104,16000,47,3+kk,Praha 7 - Bubeneč,1.6861431290683893,Praha 7 - Bubeneč,Praha 7
6105,7000,17,1+1,Praha 4 - Chodov,9.024633921812415,Praha 4 - Chodov,Praha 4
6106,14000,45,3+1,Praha 5 - Motol,5.3971058188447785,Praha 5 - Motol,Praha 5
6107,11000,26,1+1,Praha 5 - Smíchov,2.197579780184075,Praha 5 - Smíchov,Praha 5
6108,14000,28,2+kk,Praha 5,9.25299241367105,Praha 5,Praha 5
6109,9000,11,1+kk,Praha 10 - Vršovice,2.7891210724074194,Praha 10 - Vršovice,Praha 10
6110,14000,29,2+1,Praha 10 - Strašnice,5.680104211857543,Praha 10 - Strašnice,Praha 10
6111,38000,54,3+kk,Praha 3 - Vinohrady,2.1891846353014373,Praha 3 - Vinohrady,Praha 3
6112,17000,42,2+kk,Praha 1 - Nové Město,0.8523942463827172,Praha 1 - Nové Město,Praha 1
6113,11000,22,1+kk,Praha 9 - Hloubětín,7.876566904623905,Praha 9 - Hloubětín,Praha 9
6114,16000,34,3+kk,Praha 6 - Vokovice,5.112264813532412,Praha 6 - Vokovice,Praha 6
6115,19000,48,3+1,Praha 6 - Vokovice,4.801666536870331,Praha 6 - Vokovice,Praha 6
6116,18000,34,2+kk,Praha 6 - Veleslavín,3.5440365312263813,Praha 6 - Veleslavín,Praha 6
6117,26000,58,3+kk,Praha 8 - Karlín,3.557842990412745,Praha 8 - Karlín,Praha 8
6118,19000,38,2+kk,Praha 3 - Žižkov,2.0532061307422755,Praha 3 - Žižkov,Praha 3
6119,12000,38,3+kk,Praha 9 - Kyje,9.567840908552798,Praha 9 - Kyje,Praha 9
6120,20000,41,3+kk,Praha 1 - Nové Město,0.7772969391040329,Praha 1 - Nové Město,Praha 1
6121,8000,13,1+kk,Praha 9 - Libeň,5.315407832715407,Praha 9 - Libeň,Praha 9
6122,11000,23,2+1,Praha 9 - Kbely,10.44897163945753,Praha 9 - Kbely,Praha 9
6123,14000,32,3+kk,Praha 10 - Hostivař,8.20552682258519,Praha 10 - Hostivař,Praha 10
6124,14000,25,1+kk,Praha 1 - Nové Město,0.7131370662404001,Praha 1 - Nové Město,Praha 1
6125,16000,40,3+kk,Praha 10 - Horní Měcholupy,10.45440766054671,Praha 10 - Horní Měcholupy,Praha 10
6126,16000,32,2+kk,Praha 5 - Stodůlky,9.11726058380213,Praha 5 - Stodůlky,Praha 5
6127,14000,34,2+kk,Praha 4 - Michle,4.600335719135917,Praha 4 - Michle,Praha 4
6128,9000,10,1+kk,Praha 5 - Smíchov,2.4688929032808873,Praha 5 - Smíchov,Praha 5
6129,32000,40,2+kk,Praha 3 - Vinohrady,3.0232043989881014,Praha 3 - Vinohrady,Praha 3
6130,13000,25,1+kk,Praha 4,0.8796743113282136,Praha 4,Praha 4
6131,11000,31,2+kk,Praha 4 - Kunratice,7.7551492617349975,Praha 4 - Kunratice,Praha 4
